,Date,-2_sent,-1_sent,0_sent,1_sent,2_sent,N,S,H,A,F
730,2020-06-02,4750.0,51793.0,13260.0,20008.0,443.0,13260.0,5134.0,20451.0,28538.0,22871.0
731,2020-06-01,4755.0,53338.0,14056.0,22234.0,556.0,14056.0,5537.0,22790.0,29015.0,23541.0
732,2020-05-31,5393.0,49523.0,10723.0,14271.0,376.0,10723.0,5317.0,14647.0,28719.0,20880.0
733,2020-05-30,4526.0,46497.0,11330.0,17034.0,516.0,11330.0,5015.0,17550.0,25151.0,20857.0
734,2020-05-29,4227.0,55813.0,17965.0,30234.0,800.0,17965.0,5407.0,31034.0,30221.0,24412.0
735,2020-05-28,4385.0,62512.0,19244.0,32490.0,992.0,19244.0,6729.0,33482.0,32069.0,28099.0
736,2020-05-27,4324.0,61905.0,19336.0,32785.0,1012.0,19336.0,6294.0,33797.0,30435.0,29500.0
737,2020-05-26,4246.0,60039.0,19095.0,32241.0,911.0,19095.0,6051.0,33152.0,29378.0,28856.0
738,2020-05-25,3999.0,51001.0,13759.0,21612.0,734.0,13759.0,5580.0,22346.0,26713.0,22707.0
739,2020-05-24,3894.0,50038.0,13990.0,20224.0,592.0,13990.0,5562.0,20816.0,27066.0,21304.0
740,2020-05-23,3354.0,46947.0,13676.0,21553.0,662.0,13676.0,4529.0,22215.0,24287.0,21485.0
741,2020-05-22,4189.0,61533.0,20036.0,34906.0,1163.0,20036.0,6069.0,36069.0,30199.0,29454.0
742,2020-05-21,4614.0,71211.0,22927.0,39396.0,1315.0,22927.0,6761.0,40711.0,36252.0,32812.0
743,2020-05-20,4442.0,69528.0,22092.0,39096.0,1308.0,22092.0,6313.0,40404.0,35139.0,32518.0
744,2020-05-19,4352.0,71769.0,23324.0,38683.0,1132.0,23324.0,6433.0,39815.0,36440.0,33248.0
745,2020-05-18,4359.0,65068.0,21170.0,35766.0,1047.0,21170.0,5966.0,36813.0,33037.0,30424.0
746,2020-05-17,3257.0,48224.0,14471.0,21760.0,689.0,14471.0,4503.0,22449.0,26328.0,20650.0
747,2020-05-16,3278.0,49216.0,15423.0,24221.0,797.0,15423.0,4628.0,25018.0,25736.0,22130.0
748,2020-05-15,3486.0,50278.0,15977.0,27621.0,854.0,15977.0,4696.0,28475.0,25955.0,23113.0
749,2020-05-14,4697.0,74244.0,23202.0,40715.0,1157.0,23202.0,6949.0,41872.0,36945.0,35047.0
750,2020-05-13,4841.0,73069.0,23133.0,39216.0,1183.0,23133.0,6708.0,40399.0,35574.0,35628.0
751,2020-05-12,5110.0,74170.0,23348.0,39781.0,1178.0,23348.0,6840.0,40959.0,37153.0,35287.0
752,2020-05-11,4958.0,70049.0,21589.0,35551.0,1094.0,21589.0,6296.0,36645.0,34519.0,34192.0
753,2020-05-10,3832.0,50105.0,13201.0,19950.0,944.0,13201.0,4818.0,20894.0,25238.0,23881.0
754,2020-05-09,4262.0,57075.0,17247.0,25583.0,864.0,17247.0,5548.0,26447.0,28719.0,27070.0
755,2020-05-08,4541.0,67389.0,22317.0,39380.0,1503.0,22317.0,6724.0,40883.0,32928.0,32278.0
756,2020-05-07,5029.0,75799.0,24517.0,40865.0,1475.0,24517.0,6765.0,42340.0,37911.0,36152.0
757,2020-05-06,5304.0,77034.0,23655.0,42698.0,1981.0,23655.0,7087.0,44679.0,37643.0,37608.0
758,2020-05-05,5365.0,78113.0,24715.0,46505.0,1888.0,24715.0,7183.0,48393.0,38065.0,38230.0
759,2020-05-04,4766.0,68845.0,21977.0,38175.0,1273.0,21977.0,6444.0,39448.0,32889.0,34278.0
760,2020-05-03,4372.0,56349.0,15973.0,23986.0,811.0,15973.0,5587.0,24797.0,28950.0,26184.0
761,2020-05-02,4349.0,57910.0,16551.0,27128.0,1056.0,16551.0,5584.0,28184.0,29021.0,27654.0
762,2020-05-01,5084.0,74460.0,24805.0,45408.0,1809.0,24805.0,6979.0,47217.0,35976.0,36589.0
763,2020-04-30,5495.0,77232.0,25259.0,45405.0,1483.0,25259.0,7173.0,46888.0,37855.0,37699.0
764,2020-04-29,5343.0,78271.0,25641.0,45241.0,1400.0,25641.0,6977.0,46641.0,38330.0,38307.0
765,2020-04-28,5415.0,82396.0,26459.0,44893.0,1411.0,26459.0,7485.0,46304.0,39492.0,40834.0
766,2020-04-27,5033.0,73088.0,25328.0,42571.0,1209.0,25328.0,6832.0,43780.0,34553.0,36736.0
767,2020-04-26,4059.0,55549.0,17386.0,25951.0,921.0,17386.0,5544.0,26872.0,27541.0,26523.0
768,2020-04-25,4153.0,60184.0,18632.0,29172.0,1166.0,18632.0,5741.0,30338.0,29085.0,29511.0
769,2020-04-24,5254.0,85764.0,29603.0,49785.0,1792.0,29603.0,7822.0,51577.0,43003.0,40193.0
770,2020-04-23,5353.0,83168.0,28387.0,48641.0,1662.0,28387.0,8425.0,50303.0,38880.0,41216.0
771,2020-04-22,5428.0,85307.0,28429.0,48952.0,1581.0,28429.0,7908.0,50533.0,39998.0,42829.0
772,2020-04-21,5177.0,81532.0,27100.0,46062.0,1313.0,27100.0,7467.0,47375.0,39108.0,40134.0
773,2020-04-20,5434.0,77181.0,25701.0,43638.0,1316.0,25701.0,7103.0,44954.0,37739.0,37773.0
774,2020-04-19,4411.0,62610.0,18620.0,28926.0,961.0,18620.0,5690.0,29887.0,32982.0,28349.0
775,2020-04-18,5610.0,74787.0,22308.0,35469.0,1315.0,22308.0,7205.0,36784.0,38339.0,34853.0
776,2020-04-17,6382.0,93504.0,30815.0,52780.0,1769.0,30815.0,8548.0,54549.0,44562.0,46776.0
777,2020-04-16,6057.0,92183.0,31354.0,52876.0,1611.0,31354.0,8805.0,54487.0,44087.0,45348.0
778,2020-04-15,6134.0,89967.0,30005.0,49675.0,1532.0,30005.0,8905.0,51207.0,43471.0,43725.0
779,2020-04-14,5441.0,84297.0,28808.0,49402.0,1387.0,28808.0,8156.0,50789.0,39155.0,42427.0
780,2020-04-13,5600.0,81173.0,27876.0,46150.0,1412.0,27876.0,7917.0,47562.0,38172.0,40684.0
781,2020-04-12,4441.0,60742.0,17312.0,27963.0,1256.0,17312.0,5981.0,29219.0,29740.0,29462.0
782,2020-04-11,5413.0,69488.0,20229.0,32620.0,1147.0,20229.0,6447.0,33767.0,33963.0,34491.0
783,2020-04-10,6080.0,86484.0,29139.0,50065.0,1855.0,29139.0,8180.0,51920.0,40720.0,43664.0
784,2020-04-09,6447.0,92725.0,31377.0,54499.0,1574.0,31377.0,9011.0,56073.0,42698.0,47463.0
785,2020-04-08,7734.0,102963.0,33019.0,55527.0,1561.0,33019.0,10065.0,57088.0,47304.0,53328.0
786,2020-04-07,6659.0,97914.0,32916.0,58146.0,1720.0,32916.0,8548.0,59866.0,45830.0,50195.0
787,2020-04-06,7378.0,103491.0,35374.0,58470.0,1618.0,35374.0,9061.0,60088.0,49503.0,52305.0
788,2020-04-05,6143.0,80461.0,23742.0,36713.0,1019.0,23742.0,7386.0,37732.0,40185.0,39033.0
789,2020-04-04,6550.0,80620.0,23299.0,36726.0,1123.0,23299.0,7870.0,37849.0,39416.0,39884.0
790,2020-04-03,7569.0,102333.0,35154.0,57617.0,1610.0,35154.0,9731.0,59227.0,50077.0,50094.0
791,2020-04-02,7957.0,103893.0,34517.0,56954.0,1622.0,34517.0,10117.0,58576.0,49524.0,52209.0
792,2020-04-01,7772.0,108599.0,35452.0,59177.0,1509.0,35452.0,10675.0,60686.0,52007.0,53689.0
793,2020-03-31,7348.0,103847.0,34580.0,59468.0,1630.0,34580.0,9976.0,61098.0,47785.0,53434.0
794,2020-03-30,8238.0,106588.0,35230.0,61160.0,1952.0,35230.0,10551.0,63112.0,49234.0,55041.0
795,2020-03-29,7471.0,89776.0,25814.0,40847.0,1286.0,25814.0,8780.0,42133.0,42836.0,45631.0
796,2020-03-28,6736.0,88499.0,27621.0,44573.0,1414.0,27621.0,8653.0,45987.0,41357.0,45225.0
797,2020-03-27,7464.0,103233.0,35368.0,59180.0,1529.0,35368.0,9527.0,60709.0,47916.0,53254.0
798,2020-03-26,7594.0,110106.0,37173.0,62670.0,2074.0,37173.0,10116.0,64744.0,50421.0,57163.0
799,2020-03-25,7214.0,106653.0,37211.0,61629.0,1452.0,37211.0,9749.0,63081.0,50370.0,53748.0
800,2020-03-24,6831.0,102436.0,35119.0,55704.0,1243.0,35119.0,8916.0,56947.0,48103.0,52248.0
801,2020-03-23,8011.0,105092.0,34696.0,54346.0,1380.0,34696.0,9044.0,55726.0,49060.0,54999.0
802,2020-03-22,7097.0,88522.0,26487.0,41048.0,1190.0,26487.0,7289.0,42238.0,43389.0,44941.0
803,2020-03-21,7504.0,97225.0,31601.0,49274.0,1495.0,31601.0,8201.0,50769.0,48430.0,48098.0
804,2020-03-20,7452.0,82603.0,25663.0,37926.0,1110.0,25663.0,6649.0,39036.0,43499.0,39907.0
805,2020-03-19,9376.0,112003.0,35392.0,52959.0,1185.0,35392.0,8640.0,54144.0,57686.0,55053.0
806,2020-03-18,10819.0,130476.0,41017.0,61616.0,1290.0,41017.0,10088.0,62906.0,67611.0,63596.0
807,2020-03-17,7770.0,92799.0,28608.0,43132.0,867.0,28608.0,7816.0,43999.0,47512.0,45241.0
808,2020-03-16,10607.0,122104.0,38993.0,56120.0,1137.0,38993.0,10573.0,57257.0,60453.0,61685.0
809,2020-03-15,7919.0,94197.0,27190.0,40749.0,1037.0,27190.0,7199.0,41786.0,46073.0,48844.0
810,2020-03-14,8306.0,98065.0,28410.0,40169.0,968.0,28410.0,7625.0,41137.0,50827.0,47919.0
811,2020-03-13,15511.0,167549.0,45463.0,64059.0,1342.0,45463.0,13221.0,65401.0,85075.0,84764.0
812,2020-03-12,17272.0,167380.0,43884.0,55845.0,932.0,43884.0,13218.0,56777.0,88182.0,83252.0
813,2020-03-11,8137.0,84924.0,21579.0,26578.0,465.0,21579.0,5716.0,27043.0,40440.0,46905.0
814,2020-03-10,6334.0,67338.0,15203.0,18846.0,313.0,15203.0,3852.0,19159.0,31018.0,38802.0
815,2020-03-09,5219.0,57424.0,11999.0,14385.0,240.0,11999.0,2874.0,14625.0,26422.0,33347.0
816,2020-03-08,2356.0,27203.0,6316.0,8185.0,140.0,6316.0,1447.0,8325.0,11623.0,16489.0
817,2020-03-07,2770.0,30755.0,7138.0,8964.0,174.0,7138.0,1607.0,9138.0,12796.0,19122.0
818,2020-03-06,2949.0,33825.0,8498.0,10990.0,220.0,8498.0,1770.0,11210.0,13936.0,21068.0
819,2020-03-05,2669.0,30653.0,7327.0,9222.0,182.0,7327.0,1481.0,9404.0,12586.0,19255.0
820,2020-03-04,2347.0,27519.0,6596.0,8159.0,151.0,6596.0,1332.0,8310.0,11003.0,17531.0
821,2020-03-03,2299.0,28112.0,6580.0,7697.0,143.0,6580.0,1334.0,7840.0,11025.0,18052.0
822,2020-03-02,1913.0,24711.0,5595.0,6970.0,114.0,5595.0,1121.0,7084.0,9015.0,16488.0
823,2020-03-01,1157.0,17429.0,3907.0,4550.0,93.0,3907.0,763.0,4643.0,7010.0,10813.0
824,2020-02-29,1879.0,25211.0,5169.0,5775.0,120.0,5169.0,1079.0,5895.0,10946.0,15065.0
825,2020-02-28,2170.0,29256.0,6217.0,7406.0,140.0,6217.0,1142.0,7546.0,13462.0,16822.0
826,2020-02-27,1804.0,24557.0,5009.0,5625.0,95.0,5009.0,899.0,5720.0,9521.0,15941.0
827,2020-02-26,1212.0,17008.0,3551.0,3940.0,61.0,3551.0,629.0,4001.0,6193.0,11398.0
828,2020-02-25,752.0,11874.0,2618.0,2889.0,42.0,2618.0,399.0,2931.0,4062.0,8165.0
829,2020-02-24,505.0,7451.0,1804.0,1973.0,36.0,1804.0,302.0,2009.0,2142.0,5512.0
830,2020-02-23,288.0,4652.0,1077.0,1304.0,21.0,1077.0,176.0,1325.0,1363.0,3401.0
831,2020-02-22,219.0,3936.0,1026.0,1120.0,24.0,1026.0,150.0,1144.0,1142.0,2863.0
832,2020-02-21,237.0,4037.0,1057.0,1270.0,31.0,1057.0,171.0,1301.0,1144.0,2959.0
833,2020-02-20,190.0,3568.0,991.0,1233.0,36.0,991.0,162.0,1269.0,1054.0,2542.0
834,2020-02-19,194.0,3904.0,1114.0,1319.0,23.0,1114.0,159.0,1342.0,1330.0,2609.0
835,2020-02-18,220.0,4675.0,1115.0,1387.0,35.0,1115.0,179.0,1422.0,1359.0,3357.0
836,2020-02-17,187.0,3989.0,1262.0,1414.0,21.0,1262.0,155.0,1435.0,1426.0,2595.0
837,2020-02-16,147.0,3213.0,927.0,1205.0,19.0,927.0,140.0,1224.0,1229.0,1991.0
838,2020-02-15,154.0,3307.0,885.0,1086.0,25.0,885.0,147.0,1111.0,1065.0,2249.0
839,2020-02-14,223.0,4136.0,1066.0,1338.0,45.0,1066.0,186.0,1383.0,1366.0,2807.0
840,2020-02-13,240.0,5079.0,1448.0,1648.0,46.0,1448.0,204.0,1694.0,1725.0,3390.0
841,2020-02-12,256.0,4581.0,1397.0,1514.0,29.0,1397.0,214.0,1543.0,1622.0,3001.0
842,2020-02-11,306.0,5134.0,1509.0,1613.0,27.0,1509.0,210.0,1640.0,1702.0,3528.0
843,2020-02-10,331.0,4687.0,1052.0,1131.0,38.0,1052.0,195.0,1169.0,1260.0,3563.0
844,2020-02-09,226.0,4101.0,861.0,944.0,21.0,861.0,158.0,965.0,919.0,3250.0
845,2020-02-08,318.0,5295.0,1016.0,1170.0,32.0,1016.0,222.0,1202.0,1286.0,4105.0
846,2020-02-07,423.0,5656.0,1264.0,1566.0,46.0,1264.0,271.0,1612.0,1389.0,4419.0
847,2020-02-06,284.0,4613.0,982.0,1083.0,27.0,982.0,181.0,1110.0,900.0,3816.0
848,2020-02-05,129.0,2883.0,781.0,903.0,20.0,781.0,104.0,923.0,446.0,2462.0
849,2020-02-04,385.0,4825.0,1247.0,1446.0,43.0,1247.0,184.0,1489.0,1235.0,3791.0
850,2020-02-03,398.0,5403.0,1373.0,1542.0,42.0,1373.0,213.0,1584.0,1350.0,4238.0
851,2020-02-02,478.0,6318.0,1460.0,1755.0,28.0,1460.0,219.0,1783.0,1823.0,4754.0
852,2020-02-01,438.0,6589.0,1602.0,1783.0,42.0,1602.0,266.0,1825.0,2108.0,4653.0
853,2020-01-31,632.0,9270.0,2046.0,2339.0,46.0,2046.0,380.0,2385.0,2850.0,6672.0
854,2020-01-30,736.0,9647.0,2162.0,2478.0,40.0,2162.0,365.0,2518.0,2946.0,7072.0
855,2020-01-29,780.0,9195.0,2325.0,2286.0,42.0,2325.0,382.0,2328.0,2838.0,6755.0
856,2020-01-28,421.0,6131.0,1333.0,1409.0,33.0,1333.0,258.0,1442.0,1746.0,4548.0
