,Date,-2_sent,-1_sent,0_sent,1_sent,2_sent,N,S,H,A,F
490,2021-01-28,3294.0,44282.0,15353.0,26083.0,876.0,15353.0,4987.0,26959.0,21297.0,21292.0
491,2021-01-27,3685.0,45753.0,15944.0,26416.0,922.0,15944.0,5713.0,27338.0,22631.0,21094.0
492,2021-01-26,3698.0,46474.0,16597.0,28082.0,930.0,16597.0,5718.0,29012.0,23500.0,20954.0
493,2021-01-25,3833.0,46417.0,16860.0,28014.0,802.0,16860.0,5746.0,28816.0,24204.0,20300.0
494,2021-01-24,2998.0,34167.0,10672.0,17084.0,561.0,10672.0,4772.0,17645.0,18659.0,13734.0
495,2021-01-23,3332.0,36581.0,11358.0,17837.0,666.0,11358.0,5203.0,18503.0,19686.0,15024.0
496,2021-01-22,3678.0,47464.0,16418.0,26576.0,913.0,16418.0,5936.0,27489.0,24751.0,20455.0
497,2021-01-21,3519.0,46636.0,16399.0,27000.0,1112.0,16399.0,6233.0,28112.0,24404.0,19518.0
498,2021-01-20,3493.0,41371.0,14083.0,25271.0,1159.0,14083.0,7649.0,26430.0,20300.0,16915.0
499,2021-01-19,3842.0,46331.0,15938.0,27531.0,1016.0,15938.0,7871.0,28547.0,21948.0,20354.0
500,2021-01-18,2707.0,30528.0,9560.0,15528.0,550.0,9560.0,4255.0,16078.0,15437.0,13543.0
501,2021-01-17,2934.0,32685.0,9589.0,14797.0,559.0,9589.0,4693.0,15356.0,16880.0,14046.0
502,2021-01-16,3241.0,35806.0,11612.0,18730.0,724.0,11612.0,4818.0,19454.0,18729.0,15500.0
503,2021-01-15,4019.0,47134.0,16614.0,28903.0,1057.0,16614.0,6152.0,29960.0,23186.0,21815.0
504,2021-01-14,3156.0,39575.0,13941.0,24845.0,832.0,13941.0,5209.0,25677.0,19128.0,18394.0
505,2021-01-13,4037.0,46008.0,14988.0,26083.0,875.0,14988.0,6283.0,26958.0,23537.0,20225.0
506,2021-01-12,4592.0,53110.0,16999.0,28556.0,979.0,16999.0,7168.0,29535.0,28019.0,22515.0
507,2021-01-11,3629.0,41693.0,13965.0,23902.0,695.0,13965.0,5922.0,24597.0,21464.0,17936.0
508,2021-01-10,3258.0,32572.0,8746.0,13743.0,432.0,8746.0,4679.0,14175.0,17485.0,13666.0
509,2021-01-09,3140.0,33452.0,10354.0,16433.0,645.0,10354.0,4916.0,17078.0,17738.0,13938.0
510,2021-01-08,3599.0,45237.0,14624.0,23759.0,723.0,14624.0,6145.0,24482.0,22804.0,19887.0
511,2021-01-07,3395.0,42623.0,13683.0,21300.0,533.0,13683.0,5696.0,21833.0,22731.0,17591.0
512,2021-01-06,4626.0,54772.0,17794.0,28137.0,789.0,17794.0,6536.0,28926.0,30788.0,22074.0
513,2021-01-05,4881.0,60571.0,19711.0,29185.0,803.0,19711.0,7369.0,29988.0,31790.0,26293.0
514,2021-01-04,4112.0,51974.0,16899.0,25271.0,709.0,16899.0,6206.0,25980.0,27452.0,22428.0
515,2021-01-03,4153.0,48914.0,13460.0,18812.0,467.0,13460.0,6500.0,19279.0,27609.0,18958.0
516,2021-01-02,3946.0,46957.0,13229.0,18946.0,621.0,13229.0,6265.0,19567.0,26515.0,18123.0
517,2021-01-01,4270.0,48184.0,14644.0,25169.0,1787.0,14644.0,7863.0,26956.0,26442.0,18149.0
518,2020-12-31,5470.0,66188.0,20784.0,32452.0,1282.0,20784.0,9586.0,33734.0,35352.0,26720.0
519,2020-12-30,6889.0,79272.0,25371.0,35956.0,882.0,25371.0,12701.0,36838.0,41542.0,31918.0
520,2020-12-29,4477.0,59095.0,18974.0,30236.0,818.0,18974.0,6986.0,31054.0,31994.0,24592.0
521,2020-12-28,4087.0,54405.0,18277.0,29890.0,769.0,18277.0,6764.0,30659.0,30018.0,21710.0
522,2020-12-27,4715.0,47419.0,12559.0,18488.0,594.0,12559.0,6941.0,19082.0,27204.0,17989.0
523,2020-12-26,3245.0,34347.0,9979.0,16167.0,799.0,9979.0,5156.0,16966.0,18747.0,13689.0
524,2020-12-25,2630.0,29934.0,9422.0,18073.0,1246.0,9422.0,5315.0,19319.0,16232.0,11017.0
525,2020-12-24,4231.0,49821.0,15388.0,26650.0,1320.0,15388.0,7123.0,27970.0,28342.0,18587.0
526,2020-12-23,4841.0,69497.0,24626.0,37893.0,1237.0,24626.0,8286.0,39130.0,42485.0,23567.0
527,2020-12-22,5082.0,69600.0,24175.0,41981.0,1169.0,24175.0,8127.0,43150.0,42880.0,23675.0
528,2020-12-21,5327.0,66973.0,21557.0,36741.0,1013.0,21557.0,7629.0,37754.0,39143.0,25528.0
529,2020-12-20,4903.0,55580.0,16471.0,24292.0,812.0,16471.0,6576.0,25104.0,32115.0,21792.0
530,2020-12-19,5161.0,58485.0,17100.0,26564.0,1055.0,17100.0,7268.0,27619.0,32964.0,23414.0
531,2020-12-18,5625.0,69940.0,21934.0,36997.0,1293.0,21934.0,8390.0,38290.0,38188.0,28987.0
532,2020-12-17,5081.0,66553.0,22011.0,37473.0,1305.0,22011.0,7959.0,38778.0,35879.0,27796.0
533,2020-12-16,5464.0,67287.0,21803.0,36486.0,1277.0,21803.0,8010.0,37763.0,37228.0,27513.0
534,2020-12-15,4377.0,59452.0,20429.0,36936.0,1226.0,20429.0,7327.0,38162.0,31034.0,25468.0
535,2020-12-14,4354.0,57208.0,19607.0,36268.0,1163.0,19607.0,6870.0,37431.0,30340.0,24352.0
536,2020-12-13,4295.0,47276.0,14261.0,22928.0,733.0,14261.0,6238.0,23661.0,27201.0,18132.0
537,2020-12-12,4514.0,52719.0,17199.0,29348.0,782.0,17199.0,7659.0,30130.0,30033.0,19541.0
538,2020-12-11,5402.0,69380.0,22567.0,33488.0,852.0,22567.0,8598.0,34340.0,38477.0,27707.0
539,2020-12-10,5815.0,72625.0,22719.0,36440.0,901.0,22719.0,9518.0,37341.0,38338.0,30584.0
540,2020-12-09,5856.0,73645.0,23253.0,35728.0,906.0,23253.0,8917.0,36634.0,40268.0,30316.0
541,2020-12-08,6054.0,79392.0,24963.0,39846.0,972.0,24963.0,9580.0,40818.0,45886.0,29980.0
542,2020-12-07,5556.0,70726.0,21884.0,32060.0,809.0,21884.0,8537.0,32869.0,39864.0,27881.0
543,2020-12-06,5086.0,58775.0,17537.0,24273.0,574.0,17537.0,7911.0,24847.0,34593.0,21357.0
544,2020-12-05,5101.0,57684.0,16480.0,24364.0,633.0,16480.0,7574.0,24997.0,32952.0,22259.0
545,2020-12-04,5693.0,70963.0,21702.0,34203.0,967.0,21702.0,9144.0,35170.0,38388.0,29124.0
546,2020-12-03,5619.0,69453.0,22329.0,34452.0,758.0,22329.0,9377.0,35210.0,36971.0,28724.0
547,2020-12-02,4496.0,58535.0,19537.0,32998.0,780.0,19537.0,7512.0,33778.0,31075.0,24444.0
548,2020-12-01,4536.0,61996.0,20672.0,33054.0,948.0,20672.0,7791.0,34002.0,33332.0,25409.0
549,2020-11-30,3872.0,47663.0,15019.0,23405.0,632.0,15019.0,6695.0,24037.0,26217.0,18623.0
550,2020-11-29,3868.0,46240.0,12964.0,18945.0,551.0,12964.0,6579.0,19496.0,27740.0,15789.0
551,2020-11-28,3604.0,43020.0,13008.0,18284.0,518.0,13008.0,6128.0,18802.0,25270.0,15226.0
552,2020-11-27,3335.0,43146.0,13595.0,21317.0,958.0,13595.0,6031.0,22275.0,24751.0,15699.0
553,2020-11-26,4346.0,49880.0,15323.0,27037.0,2775.0,15323.0,7670.0,29812.0,28710.0,17846.0
554,2020-11-25,5200.0,65484.0,20440.0,32235.0,1253.0,20440.0,8902.0,33488.0,37103.0,24679.0
555,2020-11-24,4885.0,64191.0,21269.0,33348.0,1019.0,21269.0,7917.0,34367.0,35621.0,25538.0
556,2020-11-23,5719.0,64257.0,20557.0,34405.0,1017.0,20557.0,8393.0,35422.0,36318.0,25265.0
557,2020-11-22,5229.0,56735.0,16284.0,23758.0,826.0,16284.0,7160.0,24584.0,34622.0,20182.0
558,2020-11-21,5203.0,64555.0,19449.0,28738.0,819.0,19449.0,8506.0,29557.0,38065.0,23187.0
559,2020-11-20,6493.0,82595.0,26052.0,39516.0,1179.0,26052.0,10092.0,40695.0,46873.0,32123.0
560,2020-11-19,7859.0,87652.0,25106.0,37006.0,1034.0,25106.0,10366.0,38040.0,48549.0,36596.0
561,2020-11-18,7499.0,87999.0,25950.0,41199.0,1248.0,25950.0,10647.0,42447.0,48850.0,36001.0
562,2020-11-17,7222.0,82656.0,24604.0,38161.0,1258.0,24604.0,9545.0,39419.0,46165.0,34168.0
563,2020-11-16,7123.0,79435.0,22869.0,35882.0,955.0,22869.0,9160.0,36837.0,44992.0,32406.0
564,2020-11-15,5662.0,59503.0,16513.0,21691.0,590.0,16513.0,7809.0,22281.0,34591.0,22765.0
565,2020-11-14,5832.0,65091.0,18491.0,25618.0,679.0,18491.0,8000.0,26297.0,38597.0,24326.0
566,2020-11-13,6953.0,87280.0,26101.0,35967.0,864.0,26101.0,9966.0,36831.0,51310.0,32957.0
567,2020-11-12,6964.0,82258.0,24713.0,34160.0,868.0,24713.0,9505.0,35028.0,46748.0,32969.0
568,2020-11-11,5167.0,63518.0,19923.0,29333.0,762.0,19923.0,7499.0,30095.0,34953.0,26233.0
569,2020-11-10,4558.0,59956.0,19099.0,30104.0,828.0,19099.0,6962.0,30932.0,32980.0,24572.0
570,2020-11-09,4465.0,69089.0,23203.0,40039.0,1342.0,23203.0,7590.0,41381.0,40348.0,25616.0
571,2020-11-08,3957.0,55371.0,16675.0,23023.0,745.0,16675.0,8627.0,23768.0,34565.0,16136.0
572,2020-11-07,4949.0,69370.0,20811.0,28275.0,929.0,20811.0,9950.0,29204.0,42229.0,22140.0
573,2020-11-06,4481.0,60629.0,17367.0,24273.0,664.0,17367.0,7672.0,24937.0,35092.0,22346.0
574,2020-11-05,3982.0,58203.0,17293.0,23788.0,525.0,17293.0,7642.0,24313.0,33601.0,20942.0
575,2020-11-04,4138.0,49687.0,14958.0,20189.0,470.0,14958.0,6315.0,20659.0,30576.0,16934.0
576,2020-11-03,3441.0,50889.0,15218.0,22481.0,535.0,15218.0,6037.0,23016.0,28875.0,19418.0
577,2020-11-02,4560.0,57639.0,15775.0,22755.0,605.0,15775.0,6384.0,23360.0,32815.0,23000.0
578,2020-11-01,4225.0,53001.0,13962.0,18930.0,570.0,13962.0,6115.0,19500.0,32547.0,18564.0
579,2020-10-31,5095.0,60761.0,15913.0,22939.0,759.0,15913.0,6853.0,23698.0,36041.0,22962.0
580,2020-10-30,5155.0,70981.0,19991.0,29736.0,758.0,19991.0,7807.0,30494.0,40465.0,27864.0
581,2020-10-29,4570.0,62631.0,19000.0,28554.0,804.0,19000.0,6507.0,29358.0,35271.0,25423.0
582,2020-10-28,6408.0,77607.0,22762.0,34020.0,958.0,22762.0,8458.0,34978.0,45252.0,30305.0
583,2020-10-27,4996.0,67368.0,20500.0,29048.0,609.0,20500.0,7086.0,29657.0,38840.0,26438.0
584,2020-10-26,4506.0,65471.0,19724.0,26515.0,578.0,19724.0,6745.0,27093.0,38453.0,24779.0
585,2020-10-25,4592.0,55181.0,14556.0,18079.0,455.0,14556.0,5845.0,18534.0,33565.0,20363.0
586,2020-10-24,3955.0,49457.0,13717.0,19177.0,516.0,13717.0,5390.0,19693.0,27648.0,20374.0
587,2020-10-23,4844.0,63792.0,17867.0,25628.0,677.0,17867.0,6665.0,26305.0,37524.0,24447.0
588,2020-10-22,3570.0,53934.0,16580.0,25755.0,704.0,16580.0,5923.0,26459.0,29226.0,22355.0
589,2020-10-21,3853.0,56319.0,16705.0,24913.0,677.0,16705.0,6099.0,25590.0,29974.0,24099.0
590,2020-10-20,3894.0,56318.0,16720.0,25495.0,719.0,16720.0,5732.0,26214.0,31646.0,22834.0
591,2020-10-19,3949.0,53034.0,16300.0,24042.0,881.0,16300.0,5282.0,24923.0,30842.0,20859.0
592,2020-10-18,3120.0,41237.0,12150.0,16760.0,479.0,12150.0,4582.0,17239.0,25768.0,14007.0
593,2020-10-17,2787.0,40421.0,12772.0,18388.0,466.0,12772.0,4569.0,18854.0,24209.0,14430.0
594,2020-10-16,3496.0,56313.0,18531.0,27062.0,669.0,18531.0,5804.0,27731.0,31827.0,22178.0
595,2020-10-15,3471.0,54759.0,18044.0,27448.0,670.0,18044.0,5702.0,28118.0,31573.0,20955.0
596,2020-10-14,4399.0,62034.0,19856.0,29294.0,747.0,19856.0,6925.0,30041.0,35709.0,23799.0
597,2020-10-13,4207.0,63588.0,20363.0,30303.0,643.0,20363.0,6484.0,30946.0,36717.0,24594.0
598,2020-10-12,4441.0,64311.0,19659.0,27883.0,734.0,19659.0,6593.0,28617.0,39690.0,22469.0
599,2020-10-11,3641.0,51541.0,14455.0,19221.0,420.0,14455.0,5327.0,19641.0,32239.0,17616.0
600,2020-10-10,4231.0,61581.0,17906.0,24673.0,607.0,17906.0,5934.0,25280.0,39441.0,20437.0
601,2020-10-09,4755.0,78695.0,24191.0,32429.0,687.0,24191.0,7460.0,33116.0,48832.0,27158.0
602,2020-10-08,6935.0,123226.0,36443.0,42516.0,723.0,36443.0,12599.0,43239.0,76119.0,41443.0
603,2020-10-07,6847.0,106974.0,30904.0,40816.0,779.0,30904.0,9723.0,41595.0,66601.0,37497.0
604,2020-10-06,10780.0,147631.0,39903.0,48102.0,869.0,39903.0,13644.0,48971.0,92204.0,52563.0
605,2020-10-05,13734.0,163631.0,41497.0,52004.0,985.0,41497.0,14787.0,52989.0,104946.0,57632.0
606,2020-10-04,8869.0,111143.0,28042.0,33961.0,742.0,28042.0,9682.0,34703.0,73923.0,36407.0
607,2020-10-03,7064.0,105804.0,30116.0,39227.0,662.0,30116.0,9672.0,39889.0,68914.0,34282.0
608,2020-10-02,11137.0,187668.0,55826.0,78875.0,1798.0,55826.0,17106.0,80673.0,120748.0,60951.0
609,2020-10-01,3356.0,45816.0,13943.0,22642.0,711.0,13943.0,5575.0,23353.0,24383.0,19214.0
610,2020-09-30,5048.0,60326.0,16223.0,24578.0,696.0,16223.0,6818.0,25274.0,35623.0,22933.0
611,2020-09-29,3799.0,50448.0,15256.0,23106.0,663.0,15256.0,5803.0,23769.0,26072.0,22372.0
612,2020-09-28,3007.0,39511.0,12107.0,18254.0,495.0,12107.0,4400.0,18749.0,20792.0,17326.0
613,2020-09-27,2822.0,33947.0,9048.0,12839.0,390.0,9048.0,4212.0,13229.0,19395.0,13162.0
614,2020-09-26,3218.0,38831.0,10503.0,15259.0,503.0,10503.0,4428.0,15762.0,21933.0,15688.0
615,2020-09-25,3609.0,48119.0,14251.0,22885.0,738.0,14251.0,5707.0,23623.0,25401.0,20620.0
616,2020-09-24,3633.0,48863.0,14627.0,22728.0,666.0,14627.0,5781.0,23394.0,25264.0,21451.0
617,2020-09-23,4514.0,57265.0,15977.0,24617.0,756.0,15977.0,6863.0,25373.0,30420.0,24496.0
618,2020-09-22,5251.0,63678.0,16626.0,23579.0,700.0,16626.0,7794.0,24279.0,34004.0,27131.0
619,2020-09-21,4051.0,50976.0,13835.0,21123.0,628.0,13835.0,5684.0,21751.0,27220.0,22123.0
620,2020-09-20,2791.0,31908.0,7997.0,12169.0,427.0,7997.0,3997.0,12596.0,17899.0,12803.0
621,2020-09-19,2807.0,31979.0,8418.0,12252.0,446.0,8418.0,4397.0,12698.0,17521.0,12868.0
622,2020-09-18,4429.0,59429.0,16790.0,24403.0,773.0,16790.0,6162.0,25176.0,33436.0,24260.0
623,2020-09-17,5022.0,64039.0,17344.0,26019.0,736.0,17344.0,6271.0,26755.0,34944.0,27846.0
624,2020-09-16,4769.0,64012.0,19673.0,27626.0,752.0,19673.0,6582.0,28378.0,35142.0,27057.0
625,2020-09-15,4160.0,55460.0,15549.0,24341.0,814.0,15549.0,5777.0,25155.0,30349.0,23494.0
626,2020-09-14,4629.0,55650.0,14597.0,22312.0,765.0,14597.0,5565.0,23077.0,31085.0,23629.0
627,2020-09-13,4343.0,48189.0,11377.0,15397.0,534.0,11377.0,5534.0,15931.0,27864.0,19134.0
628,2020-09-12,3999.0,47244.0,11548.0,16332.0,500.0,11548.0,5573.0,16832.0,26507.0,19163.0
629,2020-09-11,5586.0,64370.0,16051.0,23293.0,679.0,16051.0,7748.0,23972.0,35139.0,27069.0
630,2020-09-10,6916.0,83311.0,18885.0,26165.0,759.0,18885.0,7916.0,26924.0,48380.0,33931.0
631,2020-09-09,5668.0,71368.0,18349.0,24990.0,727.0,18349.0,6860.0,25717.0,40111.0,30065.0
632,2020-09-08,4139.0,51373.0,14380.0,21821.0,682.0,14380.0,5293.0,22503.0,26806.0,23413.0
633,2020-09-07,3232.0,38698.0,9492.0,14751.0,736.0,9492.0,4179.0,15487.0,20747.0,17004.0
634,2020-09-06,3025.0,34791.0,8516.0,12376.0,475.0,8516.0,3977.0,12851.0,18881.0,14958.0
635,2020-09-05,3284.0,38183.0,9855.0,15097.0,566.0,9855.0,4350.0,15663.0,20384.0,16733.0
636,2020-09-04,4422.0,53349.0,14579.0,23265.0,884.0,14579.0,5809.0,24149.0,27839.0,24123.0
637,2020-09-03,6104.0,69234.0,18078.0,28509.0,825.0,18078.0,7463.0,29334.0,37597.0,30278.0
638,2020-09-02,4219.0,54231.0,13921.0,19960.0,711.0,13921.0,5666.0,20671.0,27981.0,24803.0
639,2020-09-01,5124.0,62851.0,15498.0,23521.0,862.0,15498.0,7046.0,24383.0,31885.0,29044.0
640,2020-08-31,5524.0,67475.0,14594.0,21823.0,692.0,14594.0,7038.0,22515.0,33693.0,32268.0
641,2020-08-30,4441.0,50931.0,10119.0,13843.0,519.0,10119.0,5622.0,14362.0,26668.0,23082.0
642,2020-08-29,4368.0,42816.0,10831.0,15205.0,577.0,10831.0,5265.0,15782.0,23999.0,17920.0
643,2020-08-28,4919.0,60314.0,16179.0,24750.0,850.0,16179.0,6547.0,25600.0,32883.0,25803.0
644,2020-08-27,4490.0,53177.0,14799.0,23436.0,711.0,14799.0,5630.0,24147.0,28087.0,23950.0
645,2020-08-26,4944.0,54836.0,14821.0,23426.0,842.0,14821.0,6017.0,24268.0,28568.0,25195.0
646,2020-08-25,5014.0,54246.0,16055.0,24525.0,793.0,16055.0,6193.0,25318.0,28873.0,24194.0
647,2020-08-24,4141.0,51129.0,14751.0,22852.0,746.0,14751.0,5408.0,23598.0,26681.0,23181.0
648,2020-08-23,4431.0,48847.0,11947.0,16020.0,525.0,11947.0,5393.0,16545.0,27421.0,20464.0
649,2020-08-22,3955.0,42361.0,10889.0,15336.0,530.0,10889.0,4887.0,15866.0,22779.0,18650.0
650,2020-08-21,4496.0,51318.0,14769.0,23326.0,863.0,14769.0,6019.0,24189.0,27175.0,22620.0
651,2020-08-20,4494.0,54057.0,15482.0,24745.0,844.0,15482.0,6260.0,25589.0,28087.0,24204.0
652,2020-08-19,4780.0,57935.0,16353.0,26391.0,989.0,16353.0,6653.0,27380.0,29780.0,26282.0
653,2020-08-18,5244.0,61649.0,16822.0,26218.0,803.0,16822.0,6960.0,27021.0,32971.0,26962.0
654,2020-08-17,4266.0,53768.0,15705.0,24219.0,858.0,15705.0,6036.0,25077.0,27098.0,24900.0
655,2020-08-16,4312.0,46237.0,10926.0,15023.0,489.0,10926.0,7420.0,15512.0,23765.0,19364.0
656,2020-08-15,3809.0,42196.0,11274.0,17057.0,617.0,11274.0,5081.0,17674.0,22775.0,18149.0
657,2020-08-14,5003.0,59000.0,16251.0,26036.0,892.0,16251.0,6671.0,26928.0,30326.0,27006.0
658,2020-08-13,5414.0,64667.0,16883.0,26809.0,879.0,16883.0,6942.0,27688.0,33824.0,29315.0
659,2020-08-12,4850.0,60122.0,17001.0,26390.0,923.0,17001.0,6609.0,27313.0,31589.0,26774.0
660,2020-08-11,5835.0,69122.0,18443.0,28020.0,825.0,18443.0,7553.0,28845.0,35819.0,31585.0
661,2020-08-10,5785.0,67926.0,17575.0,27384.0,865.0,17575.0,7411.0,28249.0,36863.0,29437.0
662,2020-08-09,4325.0,50817.0,12410.0,17753.0,602.0,12410.0,5821.0,18355.0,28270.0,21051.0
663,2020-08-08,4368.0,50104.0,12289.0,18159.0,623.0,12289.0,5860.0,18782.0,26942.0,21670.0
664,2020-08-07,5598.0,67057.0,17887.0,27003.0,927.0,17887.0,7615.0,27930.0,34486.0,30554.0
665,2020-08-06,5699.0,69410.0,18942.0,29241.0,868.0,18942.0,7175.0,30109.0,37033.0,30901.0
666,2020-08-05,5427.0,64964.0,17403.0,27329.0,868.0,17403.0,7326.0,28197.0,33564.0,29501.0
667,2020-08-04,6088.0,69213.0,18415.0,27131.0,860.0,18415.0,8186.0,27991.0,35738.0,31377.0
668,2020-08-03,5907.0,66261.0,17977.0,27605.0,871.0,17977.0,7482.0,28476.0,35238.0,29448.0
669,2020-08-02,4979.0,54025.0,12947.0,17889.0,635.0,12947.0,6441.0,18524.0,30070.0,22493.0
670,2020-08-01,5134.0,56967.0,13725.0,19155.0,728.0,13725.0,6129.0,19883.0,32140.0,23832.0
671,2020-07-31,6931.0,77177.0,19238.0,29121.0,1076.0,19238.0,8155.0,30197.0,42432.0,33521.0
672,2020-07-30,9387.0,96808.0,23238.0,31946.0,990.0,23238.0,12134.0,32936.0,52239.0,41822.0
673,2020-07-29,6366.0,82372.0,23170.0,32954.0,951.0,23170.0,8397.0,33905.0,45481.0,34860.0
674,2020-07-28,6765.0,86127.0,23757.0,32882.0,901.0,23757.0,8539.0,33783.0,48449.0,35904.0
675,2020-07-27,6152.0,72750.0,19981.0,30306.0,832.0,19981.0,9093.0,31138.0,38377.0,31432.0
676,2020-07-26,4262.0,45179.0,11031.0,16101.0,536.0,11031.0,5187.0,16637.0,24839.0,19415.0
677,2020-07-25,4343.0,49030.0,12208.0,17824.0,642.0,12208.0,5682.0,18466.0,25961.0,21730.0
678,2020-07-24,5753.0,66024.0,17954.0,28308.0,904.0,17954.0,7384.0,29212.0,34078.0,30315.0
679,2020-07-23,5944.0,70439.0,18890.0,30094.0,914.0,18890.0,7418.0,31008.0,37068.0,31897.0
680,2020-07-22,5874.0,70233.0,19103.0,29725.0,918.0,19103.0,7241.0,30643.0,36333.0,32533.0
681,2020-07-21,6060.0,70566.0,19349.0,29499.0,866.0,19349.0,6992.0,30365.0,38327.0,31307.0
682,2020-07-20,6512.0,71166.0,19040.0,30456.0,827.0,19040.0,7239.0,31283.0,38114.0,32325.0
683,2020-07-19,5442.0,58080.0,13596.0,19645.0,555.0,13596.0,6007.0,20200.0,32090.0,25425.0
684,2020-07-18,5644.0,57943.0,13644.0,20402.0,616.0,13644.0,6176.0,21018.0,31452.0,25959.0
685,2020-07-17,7616.0,86242.0,22273.0,32077.0,1036.0,22273.0,8391.0,33113.0,46495.0,38972.0
686,2020-07-16,8082.0,91918.0,23396.0,33683.0,1002.0,23396.0,8632.0,34685.0,50503.0,40865.0
687,2020-07-15,8170.0,90313.0,23028.0,36050.0,1014.0,23028.0,8472.0,37064.0,49672.0,40339.0
688,2020-07-14,8380.0,92948.0,23925.0,34576.0,946.0,23925.0,9024.0,35522.0,49403.0,42901.0
689,2020-07-13,8611.0,90932.0,22646.0,34016.0,885.0,22646.0,8834.0,34901.0,48982.0,41727.0
690,2020-07-12,6371.0,65199.0,15554.0,22085.0,726.0,15554.0,6732.0,22811.0,35429.0,29409.0
691,2020-07-11,6508.0,65543.0,15531.0,22704.0,765.0,15531.0,7103.0,23469.0,35675.0,29273.0
692,2020-07-10,7370.0,79351.0,20512.0,31197.0,948.0,20512.0,8179.0,32145.0,41163.0,37379.0
693,2020-07-09,7577.0,81002.0,21682.0,32400.0,1045.0,21682.0,8190.0,33445.0,42642.0,37747.0
694,2020-07-08,7508.0,85164.0,22446.0,32595.0,921.0,22446.0,7941.0,33516.0,45491.0,39240.0
695,2020-07-07,6883.0,83077.0,23110.0,33462.0,792.0,23110.0,8001.0,34254.0,45807.0,36152.0
696,2020-07-06,7381.0,79371.0,20964.0,30016.0,639.0,20964.0,9064.0,30655.0,43385.0,34303.0
697,2020-07-05,4298.0,49190.0,13344.0,17882.0,547.0,13344.0,4839.0,18429.0,28331.0,20318.0
698,2020-07-04,4520.0,53072.0,15035.0,23240.0,901.0,15035.0,5479.0,24141.0,31129.0,20984.0
699,2020-07-03,5284.0,65855.0,19177.0,28550.0,810.0,19177.0,6242.0,29360.0,37683.0,27214.0
700,2020-07-02,6561.0,80828.0,24186.0,35333.0,881.0,24186.0,7879.0,36214.0,45557.0,33953.0
701,2020-07-01,5898.0,74255.0,21347.0,32030.0,903.0,21347.0,7075.0,32933.0,41508.0,31570.0
702,2020-06-30,5633.0,73077.0,21112.0,31464.0,782.0,21112.0,6894.0,32246.0,40634.0,31182.0
703,2020-06-29,5161.0,66037.0,19800.0,28839.0,776.0,19800.0,6315.0,29615.0,36363.0,28520.0
704,2020-06-28,4558.0,55127.0,13904.0,18956.0,572.0,13904.0,5209.0,19528.0,32832.0,21644.0
705,2020-06-27,5087.0,62842.0,15869.0,21926.0,627.0,15869.0,5574.0,22553.0,37461.0,24894.0
706,2020-06-26,7122.0,87060.0,23374.0,33825.0,848.0,23374.0,7796.0,34673.0,50406.0,35980.0
707,2020-06-25,6338.0,78331.0,22428.0,33463.0,829.0,22428.0,7171.0,34292.0,44156.0,33342.0
708,2020-06-24,5587.0,69664.0,20593.0,31603.0,891.0,20593.0,6431.0,32494.0,39242.0,29578.0
709,2020-06-23,5153.0,67406.0,20177.0,30951.0,785.0,20177.0,5988.0,31736.0,38111.0,28460.0
710,2020-06-22,3986.0,56018.0,17012.0,26711.0,602.0,17012.0,5242.0,27313.0,31288.0,23474.0
711,2020-06-21,3833.0,48606.0,12568.0,17468.0,522.0,12568.0,4498.0,17990.0,30136.0,17805.0
712,2020-06-20,4293.0,54164.0,15823.0,22920.0,586.0,15823.0,5090.0,23506.0,32310.0,21057.0
713,2020-06-19,4151.0,56139.0,17432.0,27368.0,778.0,17432.0,5226.0,28146.0,32021.0,23043.0
714,2020-06-18,4043.0,56238.0,17722.0,28744.0,774.0,17722.0,5285.0,29518.0,31270.0,23726.0
715,2020-06-17,4120.0,57697.0,17730.0,28732.0,774.0,17730.0,5339.0,29506.0,31130.0,25348.0
716,2020-06-16,4223.0,59497.0,18184.0,29373.0,755.0,18184.0,5392.0,30128.0,31563.0,26765.0
717,2020-06-15,4120.0,54605.0,16885.0,25642.0,606.0,16885.0,5022.0,26248.0,29669.0,24034.0
718,2020-06-14,2516.0,32827.0,9001.0,13771.0,409.0,9001.0,3234.0,14180.0,18173.0,13936.0
719,2020-06-13,2908.0,37343.0,10319.0,16050.0,445.0,10319.0,3547.0,16495.0,20901.0,15803.0
720,2020-06-12,3443.0,49390.0,15949.0,25767.0,733.0,15949.0,4413.0,26500.0,26715.0,21705.0
721,2020-06-11,3343.0,49806.0,16164.0,26510.0,732.0,16164.0,4557.0,27242.0,26238.0,22354.0
722,2020-06-10,3307.0,48268.0,15566.0,25545.0,718.0,15566.0,4576.0,26263.0,24493.0,22506.0
723,2020-06-09,3161.0,45893.0,14886.0,24423.0,642.0,14886.0,4430.0,25065.0,23395.0,21229.0
724,2020-06-08,1965.0,25697.0,7732.0,12320.0,354.0,7732.0,2578.0,12674.0,13875.0,11209.0
725,2020-06-07,2639.0,33923.0,9120.0,13113.0,389.0,9120.0,3358.0,13502.0,18840.0,14364.0
726,2020-06-06,3181.0,37851.0,9946.0,14413.0,461.0,9946.0,3811.0,14874.0,21285.0,15936.0
727,2020-06-05,3748.0,49662.0,14403.0,22400.0,615.0,14403.0,4924.0,23015.0,26776.0,21710.0
728,2020-06-04,4419.0,54641.0,15166.0,24129.0,607.0,15166.0,5616.0,24736.0,28919.0,24525.0
729,2020-06-03,4293.0,52146.0,14613.0,23622.0,571.0,14613.0,4915.0,24193.0,27760.0,23764.0
